rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
31	2	1	2	0.8019591228357431	-507.3788892490835	0.1185929648241206	35.18671422741758	C27H38N8O15P2	[M + Cl]-	PQEYKRMUVUNWGW	InChI=1S/C27H38N8O15P2/c1-11-4-13-15(5-12(11)2)34(24-19(31-13)25(41)33-27(42)32-24)7-16(36)20(38)17(37)8-47-51(43,44)50-52(45,46)48-9-18-21(39)22(40)26(49-18)35-10-30-14(6-28)23(35)29-3/h4-5,10,16-18,20-22,26,29,36-40H,6-9,28H2,1-3H3,(H3,33,41,42,43,44,45,46)/p+1	[[(2R,3S,4R,5R)-5-[4-(aminomethyl)-5-(methylamino)imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1H-benzo[g]pteridin-10-ium-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate	CC1=CC2=C(C=C1C)[N+](=C3C(=N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC(=C5NC)CN)O)O)O)O)O	-7.19999981	447687	PubChem:(447687);PubChem class - bio and metabolites	16777218	811.167482686961	423.219526372369	2006_neg_ms2_spectra_FT14478
32	1	1	2	0.8009949030672021	-223.68700132589294	0.02814070351758794	38.09946018348804	C22H34N6O14S	[M - H]-	JDFWWJVNPWBALT	InChI=1S/C22H34N6O14S/c1-43-3-2-10(19(39)24-7-17(36)37)25-20(40)12(5-15(32)33)27-22(42)13(6-16(34)35)28-21(41)11(4-14(30)31)26-18(38)9(23)8-29/h9-13,29H,2-8,23H2,1H3,(H,24,39)(H,25,40)(H,26,38)(H,27,42)(H,28,41)(H,30,31)(H,32,33)(H,34,35)(H,36,37)	null	CSCCC(C(=O)NCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CO)N	-7.69999981	46174177	PubChem:(46174177);PubChem class - bio and metabolites	16777218	637.179524477139	70.1618756342541	1764_neg_ms2_spectra_FT11394
33	6	1	7	0.8007788881953656	-36.863102435660835	0.6221105527638191	77.78524307757499	C22H24O14	[M - H]-	FILNOPFJAWMFQQ	InChI=1S/C22H24O14/c1-32-12-5-9(6-13(33-2)16(12)26)20(30)34-7-14-17(27)18(28)19(29)22(35-14)36-21(31)8-3-10(23)15(25)11(24)4-8/h3-6,14,17-19,22-29H,7H2,1-2H3	[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[(4-hydroxy-3,5-dimethoxybenzoyl)oxymethyl]oxan-2-yl] 3,4,5-trihydroxybenzoate	COC1=CC(=CC(=C1O)OC)C(=O)OCC2C(C(C(C(O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)O)O)O	-0.200000003	11756133	COCONUT:(CNP0148320);Natural Products:(UNPD183324);PubChem:(11756133);SuperNatural:(SN00383977);PubMed	3178562	511.105691941247	342.784363828247	1454_neg_ms2_spectra_FT08318
34	1	1	2	0.8001875634351706	-164.60886452145868	0.9603015075376884	21.10297129081131	C12H21F3OS2	[M - H]-	VGYNCMOKRPXEGF	InChI=1S/C12H21F3OS2/c13-12(14,15)11(16)10-18-9-7-5-3-1-2-4-6-8-17/h17H,1-10H2	3-(9''-Mercaptononylthio)-1,1,1-trifluoropropan-2-one	C(CCCCS)CCCCSCC(=O)C(F)(F)F	5.0999999	197646	MeSH:(197646);PubChem:(197646);PubMed	70	301.090339520093	219.801152005517	561_neg_ms2_spectra_FT02654
35	1	1	2	0.7710988757336976	-381.13166019109514	0.9723618090452262	76.38712165117713	C14H29N3O14P2	[M + Cl]-	DXDFYFWCTFOSIL	InChI=1S/C14H29N3O14P2/c1-14(23,6-18)8(19)5-29-33(26,27)31-32(24,25)28-4-7-10(20)11(21)12(30-7)17-3-2-9(15)16-13(17)22/h2,7-8,10-13,16,18-23H,3-6,15H2,1H3,(H,24,25)(H,26,27)	null	CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2CC=C(NC2O)N)O)O)O)O	-8.19999981	56587938	PubChem:(56587938);PubChem class - bio and metabolites	16777218	560.080016559699	272.173438399384	1608_neg_ms2_spectra_FT09717
36	1	1	1	0.7648612945388338	-194.5598424608436	0.9999999999999999	27.653781766601192	C36H38O19	[M + Cl]-	ZECWQLZRGMQNSQ	InChI=1S/C36H38O19/c1-13-24(40)29(45)33(54-34(47)15-8-20(48-2)25(41)21(9-15)49-3)36(51-13)50-12-22-26(42)28(44)30(46)35(53-22)55-32-27(43)23-18(39)10-17(38)11-19(23)52-31(32)14-4-6-16(37)7-5-14/h4-11,13,22,24,26,28-30,33,35-42,44-46H,12H2,1-3H3	null	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC)O)OC)O)O	0.652932763	""	COCONUT:(CNP0272643);Natural Products:(UNPD163122);SuperNatural:(SN00274434)	3178496	809.174023186548	402.024733686786	2005_neg_ms2_spectra_FT14455
37	1	1	1	0.7523281142329714	-154.77728961014373	0.9999999999999999	105.97422446540095	C8H13N4O9P	[M + Cl]-	YVRCVGZPIYHJLU	InChI=1S/C8H13N4O9P/c9-6-7(12(15)16)10-2-11(6)8-5(14)4(13)3(21-8)1-20-22(17,18)19/h2-5,8,13-14H,1,9H2,(H2,17,18,19)	5-Aminoimidazole Ribonucleotide Carboxylase	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)[N+](=O)[O-]	-2.9000001	9547899;44564376;44344291;57484149;57496875	PubChem:(9547899 44564376 44344291 57484149 57496875);PubMed;PubChem class - bio and metabolites	16777282	375.010105918341	84.1758451998802	878_neg_ms2_spectra_FT04418
38	1	1	1	0.7511327282055739	-304.0380516395931	0.9999999999999999	18.49512119987058	C10H8Cl3F3N2O2	[M + Cl]-	UYIBZMPYRKEOOD	InChI=1S/C10H8Cl3F3N2O2/c11-9(12,13)7(19)18-8(20)17-6-3-1-2-5(4-6)10(14,15)16/h1-4,7,19H,(H2,17,18,20)	null	C1=CC(=CC(=C1)NC(=O)NC(C(Cl)(Cl)Cl)O)C(F)(F)F	3.66255832	""	COCONUT:(CNP0052825);SuperNatural:(SN00140717 SN00140716)	3145728	384.932389088345	709.981947841915	912_neg_ms2_spectra_FT04621
39	1	1	2	0.7472595784986936	-377.9213052488596	0.9537688442211056	6.655785569535896	C39H52O20	[M + Cl]-	UIEOJHADDXONBR	InChI=1S/C39H52O20/c1-17-27(43)30(46)33(49)37(54-17)58-35-31(47)28(44)18(2)55-38(35)59-36-32(48)29(45)25(16-40)56-39(36)57-34-23(51-4)14-20(15-24(34)52-5)7-6-12-53-26(42)11-9-19-8-10-21(41)22(13-19)50-3/h6-11,13-15,17-18,25,27-33,35-41,43-49H,12,16H2,1-5H3	[(E)-3-[4-[(2S,3R,4S,5S,6R)-3-[(2S,3R,4R,5R,6S)-4,5-dihydroxy-6-methyl-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,5-dimethoxyphenyl]prop-2-enyl] (E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4=C(C=C(C=C4OC)C=CCOC(=O)C=CC5=CC(=C(C=C5)O)OC)OC)CO)O)O)C)O)O)O)O)O	-0.5	21579121	COCONUT:(CNP0217037);Natural Products:(UNPD12114);PubChem:(21579121);SuperNatural:(SN00236936)	3178498	875.279876376875	749.610906275944	2056_neg_ms2_spectra_FT15146
40	1	1	1	0.7418053792342159	-110.5362229807036	0.9999999999999999	124.73494942805353	C14H16N2O4	[M - H]-	XCEZCXFVJLMPKG	InChI=1S/C14H16N2O4/c17-12-7-6-10(15-12)13(18)16-11(14(19)20)8-9-4-2-1-3-5-9/h1-5,10-11H,6-8H2,(H,15,17)(H,16,18)(H,19,20)	Phenylalanine, N-(5-oxo-L-prolyl)-	C1CC(=O)NC1C(=O)NC(CC2=CC=CC=C2)C(=O)O	0.600000024	7408330;7408331;13961383;28214674;28214676;40428046;61137305;103804333;106832122;106832124	COCONUT:(CNP0187663);Natural Products:(UNPD211593);PubChem:(7408330 7408331 13961383 28214674 28214676 40428046 61137305 103804333 106832122 106832124);ZINC bio:(ZINC04899616);additional	2662402	275.101319176761	293.695771283855	445_neg_ms2_spectra_FT02138
41	2	1	5	0.7388351519218187	-163.43460941293648	0.30150753768844224	84.96303704708018	C28H16O6	[M - H]-	HEKQJCDXSSPYAW	InChI=1S/C28H16O6/c29-15-5-1-13(2-6-15)27-25-19-9-17(31)12-22-24(19)26(20-10-18(32)11-21(33-27)23(20)25)28(34-22)14-3-7-16(30)8-4-14/h1-12,29-32H	null	C1=CC(=CC=C1C2=C3C4=C5C(=CC(=C4)O)OC(=C5C6=C3C(=CC(=C6)O)O2)C7=CC=C(C=C7)O)O	6.0	44207636	COCONUT:(CNP0104063);Natural Products:(UNPD4771);PubChem:(44207636);SuperNatural:(SN00329868)	3178498	447.086074713077	399.986857211147	1155_neg_ms2_spectra_FT06276
42	1	1	2	0.7321017525641748	-323.2615880595491	0.9869346733668342	46.18473647961436	C22H38N2O18	[M - H]-	XAEJMJVSTDBWLA	InChI=1S/C22H38N2O18/c23-5(20(36)37)1-9(26)24-19-16(33)13(30)11(28)7(40-19)3-38-22-18(35)15(32)12(29)8(42-22)4-39-21-17(34)14(31)10(27)6(2-25)41-21/h5-8,10-19,21-22,25,27-35H,1-4,23H2,(H,24,26)(H,36,37)	Triglc-asn	C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)NC(=O)CC(C(=O)O)N)O)O)O)O)O)O)O)O)O)O	-10.0	173589	MeSH:(173589);PubChem:(173589);PubMed	70	617.200575565204	78.8996676055374	1718_neg_ms2_spectra_FT10957
43	1	1	2	0.72399541252071	-156.3135734134558	0.9603015075376884	18.62962592951343	C12H21F3OS2	[M - H]-	VGYNCMOKRPXEGF	InChI=1S/C12H21F3OS2/c13-12(14,15)11(16)10-18-9-7-5-3-1-2-4-6-8-17/h17H,1-10H2	3-(9''-Mercaptononylthio)-1,1,1-trifluoropropan-2-one	C(CCCCS)CCCCSCC(=O)C(F)(F)F	5.0999999	197646	MeSH:(197646);PubChem:(197646);PubMed	70	301.090308439914	220.951518225514	567_neg_ms2_spectra_FT02679
44	7	1	8	0.7020774543881297	-310.2008079322881	0.020100502512562814	19.943877775491142	C14H23N2O10P	[M - H]-	DZWBOVINFCXKSX	InChI=1S/C14H23N2O10P/c17-6-9(18)3-1-2-8-5-16(14(21)15-13(8)20)12-4-10(19)11(26-12)7-25-27(22,23)24/h5,9-12,17-19H,1-4,6-7H2,(H,15,20,21)(H2,22,23,24)	null	C1C(C(OC1N2C=C(C(=O)NC2=O)CCCC(CO)O)COP(=O)(O)O)O	-1.73604786	121225519	COCONUT:(CNP0081968);PubChem:(121225519);CHEBI:(132193)	2097186	409.104922274344	260.362063503153	988_neg_ms2_spectra_FT05179
45	1	1	2	0.7016563318634305	-370.8639032262808	0.5336683417085427	68.66295308193413	C25H25F3N8O2	[M - H]-	KSAKMNJFOKNIAA	InChI=1S/C25H25F3N8O2/c1-15(37)34-10-9-33(23(38)24(34,2)3)17-6-4-5-16(11-17)20-12-18(21-22(29)30-14-32-36(20)21)19-7-8-31-35(19)13-25(26,27)28/h4-8,11-12,14H,9-10,13H2,1-3H3,(H2,29,30,32)	null	CC(=O)N1CCN(C(=O)C1(C)C)C2=CC=CC(=C2)C3=CC(=C4N3N=CN=C4N)C5=CC=NN5CC(F)(F)F	2.0	127053611;130363297	PubChem:(127053611 130363297);PubChem class - bio and metabolites	16777218	525.193163324457	229.769382940543	1504_neg_ms2_spectra_FT08741
46	2	1	3	0.7016424985936921	-137.41244317081845	0.45879396984924625	48.86226235603977	C20H22N8O14P2	[M - H]-	VFTRASQVWRBMKD	InChI=1S/C20H22N8O14P2/c29-11-13-7(39-19(11)27-5-25-9-15(27)21-3-23-17(9)31)1-37-43(33,34)42-14-8(2-38-44(35,36)41-13)40-20(12(14)30)28-6-26-10-16(28)22-4-24-18(10)32/h3-8,11-14,19-20,29-30H,1-2H2,(H,33,34)(H,35,36)(H,21,23,31)(H,22,24,32)	null	C1C2C(C(C(O2)N3C=NC4=C3N=CNC4=O)O)OP(=O)(OCC5C(C(C(O5)N6C=NC7=C6N=CNC7=O)O)OP(=O)(O1)O)O	-5.5999999	102410301;135567332;136203813	PubChem:(102410301 135567332 136203813);PubMed;PubChem class - bio and metabolites	16777282	659.065779893475	362.442809222563	1827_neg_ms2_spectra_FT11926
47	2	1	2	0.6988313372402959	-322.53502975358515	0.020100502512562814	16.418760239225186	C27H38N8O15P2	[M + Cl]-	PQEYKRMUVUNWGW	InChI=1S/C27H38N8O15P2/c1-11-4-13-15(5-12(11)2)34(24-19(31-13)25(41)33-27(42)32-24)7-16(36)20(38)17(37)8-47-51(43,44)50-52(45,46)48-9-18-21(39)22(40)26(49-18)35-10-30-14(6-28)23(35)29-3/h4-5,10,16-18,20-22,26,29,36-40H,6-9,28H2,1-3H3,(H3,33,41,42,43,44,45,46)/p+1	[[(2R,3S,4R,5R)-5-[4-(aminomethyl)-5-(methylamino)imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4S)-5-(7,8-dimethyl-2,4-dioxo-1H-benzo[g]pteridin-10-ium-10-yl)-2,3,4-trihydroxypentyl] hydrogen phosphate	CC1=CC2=C(C=C1C)[N+](=C3C(=N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC(=C5NC)CN)O)O)O)O)O	-7.19999981	447687	PubChem:(447687);PubChem class - bio and metabolites	16777218	811.167590915847	408.89226946278	2008_neg_ms2_spectra_FT14481
48	1	1	2	0.6899970374213463	-90.64883373765903	0.9733668341708543	4.729285180915474	C22H16O4	[M - H]-	HIYMWHBMOOSAEF	InChI=1S/C22H16O4/c23-18-11-17(25-14-15-7-3-1-4-8-15)12-21-22(18)19(24)13-20(26-21)16-9-5-2-6-10-16/h1-13,23H,14H2	ACMC-20mdgd	C1=CC=C(C=C1)COC2=CC(=C3C(=C2)OC(=CC3=O)C4=CC=CC=C4)O	4.66486359	5403474	COCONUT:(CNP0361193);PubChem:(5403474);SuperNatural:(SN00092948);PubMed;ZINC bio:(ZINC18107177)	3153986	343.100336764455	304.833847492222	757_neg_ms2_spectra_FT03623
49	1	1	3	0.6868303638107759	-191.65495159938249	0.19949748743718596	46.61922806103774	C22H37N5O10	[M + Cl]-	OCDGIPCZNDLMRU	InChI=1S/C22H37N5O10/c1-5-10(2)17(26-19(34)11(3)23)21(36)25-14(6-7-15(30)31)20(35)27-18(12(4)29)22(37)24-13(9-28)8-16(32)33/h9-14,17-18,29H,5-8,23H2,1-4H3,(H,24,37)(H,25,36)(H,26,34)(H,27,35)(H,30,31)(H,32,33)	null	CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC(=O)O)C=O)NC(=O)C(C)N	-4.80000019	25229554	PubChem:(25229554);PubChem class - bio and metabolites	16777218	566.220194409659	283.982970162893	1635_neg_ms2_spectra_FT09891
50	1	1	1	0.6829890748256459	-150.33738036963604	0.9999999999999999	94.21666621051702	C8H13N4O9P	[M + Cl]-	YVRCVGZPIYHJLU	InChI=1S/C8H13N4O9P/c9-6-7(12(15)16)10-2-11(6)8-5(14)4(13)3(21-8)1-20-22(17,18)19/h2-5,8,13-14H,1,9H2,(H2,17,18,19)	5-Aminoimidazole Ribonucleotide Carboxylase	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)[N+](=O)[O-]	-2.9000001	9547899;44564376;44344291;57484149;57496875	PubChem:(9547899 44564376 44344291 57484149 57496875);PubMed;PubChem class - bio and metabolites	16777282	375.010457132594	80.2953849867444	876_neg_ms2_spectra_FT04412
51	6	1	6	0.6737176350407258	-140.5101719139334	0.1407035175879397	48.257808481370034	C35H40O14	[M + Cl]-	UPPRIKHWSRZCRT	InChI=1S/C35H40O14/c1-7-22(38)45-27-34-21-13-24(40)44-25(19-8-11-41-14-19)28(21,4)9-10-32(34)31-16-42-23(39)12-20(31)29(5)15-33(31,48-30(6,47-32)49-34)35(27,46-18(3)37)26(29)43-17(2)36/h8,11,14,20-21,25-27H,7,9-10,12-13,15-16H2,1-6H3	null	CCC(=O)OC1C23C4CC(=O)OC(C4(CCC25C67COC(=O)CC6C8(CC7(C1(C8OC(=O)C)OC(=O)C)OC(O5)(O3)C)C)C)C9=COC=C9	1.5	51050592;102286737	COCONUT:(CNP0293436);Natural Products:(UNPD98298);PubChem:(51050592 102286737);SuperNatural:(SN00320265)	3178498	719.216499225437	726.372362447122	1938_neg_ms2_spectra_FT13277
52	1	1	1	0.6732341579520182	-651.5095737573345	0.9999999999999999	61.10199189408411	C22H28N6O5S	[M - H]-	MVTBNUVSVHMJEH	InChI=1S/C22H28N6O5S/c1-12-11-34-20-16(27-15(29)10-13-6-3-2-4-7-13)19(31)28(20)17(12)18(30)26-14(21(32)33)8-5-9-25-22(23)24/h2-4,6-7,14,16,20H,5,8-11H2,1H3,(H,26,30)(H,27,29)(H,32,33)(H4,23,24,25)	N5-(diaminomethylidene)-N2-({3-methyl-8-oxo-7-[(phenylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-en-2-yl}carbonyl)ornithine	CC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CC=C3)SC1)C(=O)NC(CCCN=C(N)N)C(=O)O	0.3758021	3592773;16395775	COCONUT:(CNP0363185);PubChem:(3592773 16395775);SuperNatural:(SN00086100);ZINC bio:(ZINC12656240)	3153922	487.174963740398	50.8631311259752	1356_neg_ms2_spectra_FT07549
53	1	1	2	0.6715716888263425	-270.5123011578366	0.28442211055276384	150.46184155111914	C12H21N4O4PS	[M + Cl]-	JACGOYDLTZHGRT	InChI=1S/C12H21N4O4PS/c1-8-11(3-4-20-21(17,18)19)22-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,8,11H,3-4,6-7H2,1-2H3,(H2,13,14,15)(H2,17,18,19)	Tetrahydrothiamin monophosphate	CC1C(SCN1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O	-2.5999999	3045422;71604319	PubChem class - safety and toxic;PubChem:(3045422 71604319);KEGG Mine	8657043458	383.071728700783	409.086032233047	903_neg_ms2_spectra_FT04571
54	3	1	3	0.6700919550151764	-115.73469073559365	0.7100502512562813	50.27448413380999	C25H31N3O6	[M - H]-	OPJNODHFKFAIBH	InChI=1S/C25H31N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-11,16-17,26,29-32H,1-3,12-15H2,(H,27,33)(H,28,34)	null	C1=CC(=C(C=C1C=CC(=O)NCCCCNCCCNC(=O)C=CC2=CC(=C(C=C2)O)O)O)O	2.20000005	102138255	COCONUT:(CNP0196267);Natural Products:(UNPD112395);PubChem:(102138255);SuperNatural:(SN00271691);CHEBI:(138028);KEGG Mine	8593113122	468.210609889597	290.03094610026	1263_neg_ms2_spectra_FT06936
55	1	1	3	0.6552321596321452	-114.0727953595527	0.913065326633166	43.8200683129327	C28H30O15	[M - H]-	TUDSTNCBSGYJRS	InChI=1S/C28H30O15/c1-10-19(31)20(32)23(35)27(39-10)43-25-22(34)21(33)24(26(36)37)42-28(25)40-13-7-14(29)18-15(30)9-16(41-17(18)8-13)11-3-5-12(38-2)6-4-11/h3-10,19-25,27-29,31-35H,1-2H3,(H,36,37)	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)OC)O)C(=O)O)O)O)O)O)O	0.300000012	45360081	COCONUT:(CNP0052390);PubChem:(45360081);SuperNatural:(SN00040558);ZINC bio:(ZINC67911740)	3153922	605.147191607599	448.646506517022	1695_neg_ms2_spectra_FT10721
56	7	1	6	0.6538159429928223	-191.44511467574682	0.02512562814070352	15.959558329636229	C19H18N8O5	[M - H]-	IOFVXPIZHQYYHV	InChI=1S/C19H18N8O5/c1-9-4-6-10(7-5-9)8-27-12-13(25(2)19(32)26(3)16(12)30)20-17(27)24-23-11-14(28)21-18(31)22-15(11)29/h4-7H,8H2,1-3H3,(H3,21,22,28,29,31)	null	CC1=CC=C(C=C1)CN2C3=C(N=C2N=NC4=C(NC(=O)NC4=O)O)N(C(=O)N(C3=O)C)C	0.800000012	1634763	PubChem:(1634763);PubChem class - safety and toxic	67108866	437.136293888296	562.619486085412	1100_neg_ms2_spectra_FT05954
57	1	1	1	0.6467275311797013	-312.1389540608125	0.9999999999999999	13.155016166557257	C10H8Cl3F3N2O2	[M + Cl]-	UYIBZMPYRKEOOD	InChI=1S/C10H8Cl3F3N2O2/c11-9(12,13)7(19)18-8(20)17-6-3-1-2-5(4-6)10(14,15)16/h1-4,7,19H,(H2,17,18,20)	null	C1=CC(=CC(=C1)NC(=O)NC(C(Cl)(Cl)Cl)O)C(F)(F)F	3.66255832	""	COCONUT:(CNP0052825);SuperNatural:(SN00140717 SN00140716)	3145728	384.932444025228	1008.19574367153	917_neg_ms2_spectra_FT04628
58	1	1	2	0.6443206620612397	-305.711944388457	0.1914572864321608	83.27812836665417	C18H22N6O5	[M + Cl]-	CJXDJSOFLXZYFQ	InChI=1S/C18H22N6O5/c1-8-2-4-9(5-3-8)6-20-18-21-11-14(22-17(19)23-15(11)28)24(18)16-13(27)12(26)10(7-25)29-16/h2-5,10,12-13,16,25-27H,6-7H2,1H3,(H,20,21)(H3,19,22,23,28)	2-amino-8-[(4-methylbenzyl)amino]-9-pentofuranosyl-3,9-dihydro-6H-purin-6-one	CC1=CC=C(C=C1)CNC2=NC3=C(N2C4C(C(C(O4)CO)O)O)N=C(NC3=O)N	-0.00879532378	135623705;135754452;135416157	COCONUT:(CNP0377039);PubChem:(135623705 135754452 135416157);ZINC bio:(ZINC08740104)	2105346	437.136369258413	749.610906275944	1098_neg_ms2_spectra_FT05949
59	2	1	2	0.6428552274989895	-37.24211330859486	0.2190954773869347	33.700267457117675	C25H42NO7P	[M - H]-	KCWGBXXAJHVZNN	InChI=1S/C25H42NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26/h3-4,6-7,9-10,12-13,15-16,24,27H,2,5,8,11,14,17-23,26H2,1H3,(H,29,30)	Lysophosphatidylethanolamine(20:5/0:0)	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCCN)O	0.800000012	52925146;134743276;138192172	COCONUT:(CNP0001941);HMDB:(11519);PubChem:(52925146 134743276 138192172);PubChem class - bio and metabolites	18874378	498.258895306734	624.712596606982	1405_neg_ms2_spectra_FT07918
60	2	1	2	0.6306940162777531	-193.1437085214978	0.13266331658291458	40.63280218171654	C28H28O13	[M + Cl]-	AAOWDCXVOOKARC	InChI=1S/C28H28O13/c1-13(29)36-12-23-26(38-14(2)30)25(34)27(39-15(3)31)28(41-23)40-22-10-20-18(9-21(22)35-4)24(33)19(11-37-20)16-5-7-17(32)8-6-16/h5-11,23,25-28,32,34H,12H2,1-4H3	null	CC(=O)OCC1C(C(C(C(O1)OC2=C(C=C3C(=C2)OC=C(C3=O)C4=CC=C(C=C4)O)OC)OC(=O)C)O)OC(=O)C	1.79999995	10793199;131751611	COCONUT:(CNP0174226);HMDB:(34694);Natural Products:(UNPD182203);PubChem:(10793199 131751611);SuperNatural:(SN00304434);CHEBI:(85132);PubChem class - bio and metabolites	19955754	607.1278213238	362.154468423311	1700_neg_ms2_spectra_FT10767
61	1	1	1	0.6258825077428437	-21.017778260981512	0.9999999999999999	45.52176832846864	C5H7NO3	[M - H]-	ODHCTXKNWHHXJC	InChI=1S/C5H7NO3/c7-4-2-1-3(6-4)5(8)9/h3H,1-2H2,(H,6,7)(H,8,9)	Pidolate	C1CC(=O)NC1C(=O)O	-0.800000012	499;7405;439685;7043982;5289118;10534703;21226158;57536822;71309033;76973407;76973951;101602863;102268616;101958799;102601775;122222193;131698836;134081798	HMDB:(267 805 60262);SuperNatural:(SN00254500 SN00064283 SN00064282 SN00247327);ZINC bio:(ZINC03598262 ZINC03598263);additional;MeSH:(499 7405 439685);Plantcyc:(5-OXOPROLINE);PubMed;NORMAN:(NS00006581);COCONUT:(CNP0086290 CNP0206174);KNApSAcK:(7403);Natural Products:(UNPD42473 UNPD161299 UNPD125310);PubChem:(499 7405 439685 7043982 5289118 10534703 21226158 57536822 71309033 76973407 76973951 101602863 102268616 101958799 102601775 122222193 131698836 134081798);CHEBI:(58402 57948 57606 16010 16924 18183);PubChem class - bio and metabolites;KEGG:(C01879 C02237);PubChem class - safety and toxic;YMDB:(107);Training Set;PubChem class - drug;Biocyc:(5-OXOPROLINE CPD-656 CPD0-2503 SMA-0000541)	121629054	128.033701433003	80.5273352243653	64_neg_ms2_spectra_FT00434
62	3	1	5	0.6160389400902953	-510.8036832883028	0.16683417085427135	18.29402403510482	C31H39N3O11	[M + Cl]-	AXDQLHOMBQPUMA	InChI=1S/C31H39N3O11/c1-33-31(32)34-10-16-14(13-6-4-3-5-7-13)8-15-22(25(16)38)27(40)23-19(9-18(43-2)17(11-35)21(23)24(15)37)44-30-29(42)28(41)26(39)20(12-36)45-30/h8-9,13,20,26,28-30,35-36,38-39,41-42H,3-7,10-12H2,1-2H3,(H3,32,33,34)/p+1	null	C[NH+]=C(N)NCC1=C(C2=C(C=C1C3CCCCC3)C(=O)C4=C(C(=CC(=C4C2=O)OC5C(C(C(C(O5)CO)O)O)O)OC)CO)O	0.0	""	COCONUT:(CNP0057016 CNP0241417);SuperNatural:(SN00171790)	3145728	664.226484033093	59.8236823542314	1843_neg_ms2_spectra_FT12073
63	1	1	2	0.6076604272028638	-378.80416052234835	0.9763819095477387	78.69611559683018	C19H23N6O11P	[M - H]-	GTHOTKPHMGEHFD	InChI=1S/C19H23N6O11P/c1-6-8(3-10(26)27)22-16(30)7(2)14(6)36-37(32,33)34-4-9-12(28)13(29)18(35-9)25-5-21-11-15(25)23-19(20)24-17(11)31/h5,9,12-13,18,28-29H,3-4H2,1-2H3,(H,22,30)(H,26,27)(H,32,33)(H3,20,23,24,31)	5''-O-[(S)-{[2-(Carboxymethyl)-6-Hydroxy-3,5-Dimethylpyridin-4-Yl]oxy}(Hydroxy)phosphoryl]guanosine	CC1=C(NC(=O)C(=C1OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)C)CC(=O)O	-2.14638948	135566430;135566623	PubChem:(135566430 135566623);PubChem class - bio and metabolites	16777218	541.110283542672	567.737087432228	1564_neg_ms2_spectra_FT09226
